0,0,40.756617,-73.955826,0,0
0,0,40.756617,-73.955826,0,0
0,0,40.756617,-73.955826,0,0
0,0,40.756617,-73.955826,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.756654,-73.955745,0,0
0,0,40.756654,-73.955745,0,0
0,0,40.756654,-73.955745,0,0
0,0,40.756654,-73.955745,0,0
0,0,40.756654,-73.955745,0,0
0,0,40.756654,-73.955745,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,40.757794,-73.954812,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.757855,-73.954761,0,0
0,0,40.757855,-73.954761,0,0
0,0,40.757855,-73.954761,0,0
0,0,40.757855,-73.954761,0,0
0,0,40.757855,-73.954761,0,0
0,0,40.757855,-73.954761,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
0,0,40.758968,-73.953740,0,0
