0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,40.756936,-73.953056,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.758153,-73.952957,0,0
0,0,40.758153,-73.952957,0,0
0,0,40.758153,-73.952957,0,0
0,0,40.758153,-73.952957,0,0
0,0,40.758153,-73.952957,0,0
0,0,40.758153,-73.952957,0,0
0,0,40.758153,-73.952957,0,0
0,0,40.758153,-73.952957,0,0
0,0,40.758901,-73.952227,0,0
0,0,40.758901,-73.952227,0,0
0,0,40.758901,-73.952227,0,0
0,0,40.758901,-73.952227,0,0
0,0,40.758901,-73.952227,0,0
0,0,40.758901,-73.952227,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
0,0,40.759308,-73.951884,0,0
