0,0,40.755459,-73.954958,0,0
0,0,40.755459,-73.954958,0,0
0,0,40.755459,-73.954958,0,0
0,0,40.755459,-73.954958,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.755196,-73.955064,0,0
0,0,40.755196,-73.955064,0,0
0,0,40.755196,-73.955064,0,0
0,0,40.755196,-73.955064,0,0
0,0,40.755196,-73.955064,0,0
0,0,40.755196,-73.955064,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.752929,-73.957370,0,0
0,0,40.752929,-73.957370,0,0
0,0,40.752929,-73.957370,0,0
0,0,40.752929,-73.957370,0,0
0,0,40.752929,-73.957370,0,0
0,0,40.752929,-73.957370,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.753510,-73.958507,0,0
0,0,40.753510,-73.958507,0,0
0,0,40.753510,-73.958507,0,0
0,0,40.753510,-73.958507,0,0
0,0,40.753510,-73.958507,0,0
0,0,40.753510,-73.958507,0,0
0,0,40.753510,-73.958507,0,0
0,0,40.753510,-73.958507,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,40.755548,-73.956836,0,0
0,0,40.755548,-73.956836,0,0
0,0,40.755548,-73.956836,0,0
0,0,40.755548,-73.956836,0,0
0,0,40.755548,-73.956836,0,0
0,0,40.755548,-73.956836,0,0
0,0,40.755548,-73.956836,0,0
0,0,40.755548,-73.956836,0,0
